WKT,fid
"SRID=3857;POLYGON ((-174026.2051994452 744631.076114608, -174026.23863687346 744627.422392811, -174028.00861831405 744627.4335810641, -174028.09761794482 744617.3688885996, -174034.7656826271 744617.4249306687, -174034.71002031278 744624.2729491256, -174038.22775830788 744624.3066146842, -174038.16088344503 744630.829569769, -174047.8122878778 744630.9192774142, -174047.78355571747 744633.8956562753, -174047.74551312675 744637.8345279001, -174044.37053494598 744637.8039869805, -174027.91951856512 744637.655213382, -174027.97518087944 744631.0985919168, -174026.2051994452 744631.076114608))",6895
"SRID=3857;POLYGON ((-168397.9474468488 743587.8435404863, -168396.41122709593 743585.8261647299, -168393.91763560064 743587.7202704083, -168387.7171944119 743579.5610619227, -168399.58377866916 743570.5276755422, -168405.78431996968 743578.6868826868, -168402.02170785013 743581.5448733165, -168403.5690400397 743583.5734369564, -168397.9474468488 743587.8435404863))",6898
"SRID=3857;POLYGON ((-175500.16434905786 745616.337803936, -175439.4061322002 745583.1954842256, -175449.65870962862 745564.3883054812, -175459.25445175337 745569.6112947875, -175454.28959375434 745578.7234301558, -175454.7682295728 745578.9811677032, -175459.95573681654 745569.4543541196, -175457.81834407433 745568.2887395396, -175462.6051026937 745559.5015748425, -175485.45898688343 745571.9761901625, -175486.99520662997 745569.1741389175, -175492.2161513083 745572.0209439581, -175490.69104399846 745574.8229953485, -175523.66385599645 745592.8120094162, -175518.8883099256 745601.5655132952, -175510.66180061706 745597.0822692693, -175500.16434905786 745616.337803936), (-175496.46851168937 745601.0724148992, -175501.21072043743 745592.3748533612, -175467.770385064 745574.1617680592, -175463.02817631594 745582.8592259041, -175496.46851168937 745601.0724148992))",6910
"SRID=3857;POLYGON ((-173911.20105602397 744956.1846472841, -173919.6724394633 744955.5793690674, -173921.16410933854 744976.1123652799, -173912.68161345617 744976.7176437231, -173911.20105602397 744956.1846472841))",6911
"SRID=3857;POLYGON ((-173598.70492670775 743547.0587989183, -173598.56026476264 743544.5258678746, -173600.0519346379 743544.5258678746, -173600.0519346379 743543.3266314019, -173589.1537344543 743541.3877751196, -173590.50074239075 743536.0080439585, -173593.33942019613 743536.7589525518, -173593.78461858 743534.2148339526, -173596.3227599466 743534.3717688009, -173596.3227599466 743537.4986731244, -173600.35247108297 743537.9470008501, -173601.24306807437 743535.2683234059, -173603.0352743947 743534.5174148264, -173590.80127882952 743532.1302311729, -173591.69187582724 743526.1565272863, -173607.06508563654 743528.0954838303, -173613.04287758056 743530.3370212938, -173612.44180469672 743534.5174148264, -173613.1876396375 743535.8623979288, -173611.39543331717 743547.2045457702, -173602.28943945392 743546.0164972781, -173601.6994790131 743547.2045457702, -173598.70492670775 743547.0587989183))",6945
"SRID=3857;POLYGON ((-174919.94491215955 745290.0148949117, -174920.3901105434 745214.4728424352, -174940.47219178433 745214.596116166, -174940.4499669046 745217.6558851373, -174940.43875434974 745220.3458330525, -174940.1827677823 745262.5215967323, -174940.16054290254 745266.5452831618, -174940.02689328865 745290.1381688124, -174919.94491215955 745290.0148949117))",6966
"SRID=3857;POLYGON ((-174983.51888116013 745255.8280192659, -174983.49755728673 745242.3951052915, -174983.47493195973 745228.1353633285, -174993.77195914765 745228.3483457123, -174993.79418402739 745243.6361085231, -174999.36021502208 745243.6249201382, -174999.36021502208 745246.1018868736, -174999.37132745882 745248.6237080422, -174993.79418402739 745248.6348964283, -174993.83873389868 745276.0161021674, -174983.54170671076 745275.9600594257, -174983.53059427405 745267.0720445083, -174983.53059427405 745263.1941094479, -174983.51888116013 745255.8280192659))",6968
"SRID=3857;POLYGON ((-175220.01773398233 745423.0096520496, -175233.48731273715 745418.8066370592, -175240.95687466825 745442.7694109547, -175227.4871958016 745446.9724277885, -175220.01773398233 745423.0096520496))",6969
"SRID=3857;POLYGON ((-175342.02381584104 745524.7565203259, -175338.5395152805 745520.3517024508, -175336.6137594581 745521.5397936787, -175335.25563909128 745518.0316638512, -175334.91055277488 745514.9158351369, -175335.47828833596 745510.567061034, -175338.65083990918 745510.7912329483, -175339.8086360229 745508.9754807558, -175338.00521715404 745507.395189759, -175337.21483234194 745503.7749748937, -175337.43748159296 745499.3589702736, -175339.3633375272 745495.7387559325, -175342.1908027777 745493.2505894892, -175347.62318415855 745492.0064559116, -175352.71047921665 745492.8022457985, -175352.71047921665 745490.3140794885, -175355.42671996297 745488.8457741457, -175359.27833171963 745488.4983279742, -175364.4769514064 745489.9666333076, -175363.79799132847 745491.7822840742, -175368.89639882962 745494.7187941535, -175371.0671288946 745493.8222075421, -175374.4512172695 745493.429906811, -175378.1470546443 745494.73008338, -175380.9411825784 745497.857099384, -175382.766826327 745501.7463402832, -175383.15636240283 745505.9156955264, -175381.92077920688 745509.9393998255, -175379.77227402164 745512.7974910198, -175376.19897383032 745514.8821690254, -175372.36958695343 745515.1399062724, -175371.00035414356 745516.5633577724, -175370.28785652554 745519.2309434704, -175368.7961866503 745521.4388961414, -175365.93528395888 745523.8486439907, -175363.1411560248 745525.6642958795, -175363.59756696352 745527.8723495997, -175362.75151983713 745531.7727810661, -175360.21347858233 745535.8076757014, -175356.06123027508 745538.0716720499, -175352.4210552146 745538.7217104585, -175348.32456933352 745538.2061349471, -175344.68439427303 745535.863718709, -175342.14635301824 745532.8151204229, -175341.17786883275 745528.7802260015, -175342.02381584104 745524.7565203259), (-175351.9201945227 745516.0926370098, -175354.01293727546 745513.9631044135, -175355.90535578143 745514.6019541085, -175356.58441596487 745514.7477061851, -175357.21892627695 745514.6356202136, -175361.17085033108 745510.040297348, -175361.24873752514 745509.558287412, -175361.28217495343 745508.8522063631, -175360.4250153903 745507.3166691192, -175362.62908277172 745505.0750509115, -175358.8219207809 745504.4026360316, -175357.96476121777 745504.3689699267, -175357.47501296256 745504.4474905687, -175351.39700883292 745511.3516627507, -175351.09637227602 745512.0240777222, -175350.9850476537 745512.5845075309, -175351.9201945227 745516.0926370098))",6976
"SRID=3857;POLYGON ((-175288.49028679 745517.6842174947, -175296.39403478007 745507.1373517519, -175297.10643228627 745506.195910399, -175311.3553835283 745516.5073147847, -175329.91225734758 745524.4763053586, -175324.93628690546 745537.4328220814, -175305.95633947026 745529.2397584297, -175288.49028679 745517.6842174947))",6997
"SRID=3857;POLYGON ((-175382.45507733338 745445.8965247974, -175400.47775313797 745426.0694326513, -175409.405547516 745434.1952495619, -175405.1754120147 745438.8466089839, -175408.92691169752 745442.2650247714, -175386.9635243937 745466.4184153748, -175380.1953476376 745460.26518376, -175384.2473837655 745455.8156173725, -175379.7500491419 745451.7246857034, -175383.87997245757 745447.1854110224, -175382.45507733338 745445.8965247974))",7000
"SRID=3857;POLYGON ((-175410.3405942669 745484.7996945393, -175421.71753038076 745472.6613567023, -175428.97555550386 745479.4646274144, -175417.5986193963 745491.6029667577, -175410.3405942669 745484.7996945393))",7001
"SRID=3857;POLYGON ((-175357.0408269036 745397.9932607714, -175356.98516458928 745392.1650047813, -175375.63123826924 745391.817559216, -175375.66457558572 745397.6458151756, -175365.65697239985 745397.8363205949, -175365.7348595939 745401.8712053722, -175362.76263228015 745401.9272482361, -175362.6958575291 745397.8923634549, -175357.0408269036 745397.9932607714))",7003
"SRID=3857;POLYGON ((-175463.52903700786 745466.8107159126, -175465.59965499904 745458.0908996296, -175474.86142325043 745460.2876614085, -175472.77969282254 745469.0187672685, -175463.52903700786 745466.8107159126))",7006
"SRID=3857;POLYGON ((-175560.10985611822 745431.8864030323, -175568.02471654498 745411.0618333593, -175581.9730312301 745416.3632277765, -175581.31619592643 745418.0892679684, -175587.18276335992 745420.3085057768, -175582.45166704856 745432.771800207, -175576.5851997269 745430.5526626905, -175574.05817080333 745437.187799463, -175560.10985611822 745431.8864030323))",7009
"SRID=3857;POLYGON ((-175560.699816559 745538.3295102025, -175562.97075880333 745532.8151204229, -175569.42728667762 745535.4602292323, -175567.15644454517 745540.9858077238, -175560.699816559 745538.3295102025))",7011
"SRID=3857;POLYGON ((-175689.16252641016 744836.147474013, -175692.9585759643 744828.4587948776, -175702.1757943381 744833.0092066426, -175698.37984489577 744840.6978864158, -175689.16252641016 744836.147474013))",7013
"SRID=3857;POLYGON ((-175524.12026693518 745352.0177703743, -175527.17048154853 745346.6154849574, -175534.11675768433 745350.5383811311, -175531.06664317648 745355.9405661385, -175524.12026693518 745352.0177703743))",7022
"SRID=3857;POLYGON ((-175303.46274797493 745296.6613038683, -175325.0364990911 745296.0672102898, -175325.19237359107 745301.7833705343, -175303.61862246858 745302.3773633786, -175303.46274797493 745296.6613038683))",7023
"SRID=3857;POLYGON ((-175312.91382815456 745233.2126700678, -175319.78221709633 745233.1453381972, -175319.86010428407 745240.0831421572, -175312.99171534867 745240.1615616186, -175312.91382815456 745233.2126700678))",7024
"SRID=3857;POLYGON ((-175630.74212665966 744826.4301852414, -175630.797788974 744820.9158670459, -175639.63648360313 744820.9942859142, -175639.59203384363 744826.5086041176, -175630.74212665966 744826.4301852414))",7025
"SRID=3857;POLYGON ((-175406.55575726763 744774.1451817084, -175414.3926303948 744774.1451817084, -175414.3926303948 744781.5423529819, -175406.55575726763 744781.5423529819, -175406.55575726763 744774.1451817084))",7026
"SRID=3857;POLYGON ((-175405.96579682681 744741.1154553543, -175413.86944470505 744741.1154553543, -175413.86944470505 744748.9609597811, -175405.96579682681 744748.9609597811, -175405.96579682681 744741.1154553543))",7027
"SRID=3857;POLYGON ((-175363.78677877993 745030.2581517342, -175363.82021620823 745022.9841194293, -175372.33614951881 745023.0177852325, -175372.30271209058 745030.2917167462, -175363.78677877993 745030.2581517342))",7028
"SRID=3857;POLYGON ((-175364.23207727564 745020.327847002, -175364.27662714696 745012.1572372845, -175372.65901095548 745012.1909030873, -175372.6255735209 745020.372701143, -175364.23207727564 745020.327847002))",7030
"SRID=3857;POLYGON ((-175167.31903949656 745185.253549214, -175170.49169117527 745185.152652289, -175170.60301579762 745188.3917359414, -175167.4303641189 745188.5038212398, -175167.31903949656 745185.253549214))",7032
"SRID=3857;POLYGON ((-175136.63939462265 745151.7415685316, -175144.65436712955 745151.6182949421, -175144.7991291865 745160.5510446129, -175144.8993413658 745166.8275162099, -175145.2555401189 745188.78403449, -175137.2405676183 745188.918496537, -175136.63939462265 745151.7415685316))",7033
"SRID=3857;POLYGON ((-169737.00958361576 743636.7539639204, -169743.88908499418 743620.5588037579, -169756.5239292956 743625.9160662919, -169753.37350249663 743633.3355597877, -169748.6869560566 743631.3518473172, -169747.82979649343 743633.3580366881, -169750.02285155 743634.2882578594, -169747.15073631005 743641.0577365384, -169737.00958361576 743636.7539639204))",7034
"SRID=3857;POLYGON ((-171566.67893931072 744698.15550247, -171566.32274055763 744696.0707547131, -171562.2930294276 744696.7544487576, -171560.93490905443 744688.7071597714, -171558.86439117504 744689.0546008826, -171558.38565524475 744686.2190299459, -171554.37816899447 744686.9027238614, -171553.04237361287 744679.0235627153, -171562.10371749935 744677.4992369609, -171561.64730656063 744674.8094164659, -171561.27999536446 744672.6462509396, -171575.851707925 744670.1804983723, -171577.39904011457 744679.3261498966, -171579.25812129778 744679.0123744453, -171580.29338023427 744685.1767066787, -171578.62361098567 744685.4569173579, -171580.38237986507 744695.8353978555, -171566.67893931072 744698.15550247))",7105
"SRID=3857;POLYGON ((-171543.2573195662 744673.3075681613, -171539.19417100158 744647.1483003254, -171555.58041486767 744644.5928412296, -171556.27058749413 744649.0536308734, -171561.4135448729 744648.2578532282, -171563.85147405387 744663.9377491795, -171560.4450606811 744664.4645047393, -171561.3802075501 744670.494374568, -171543.2573195662 744673.3075681613))",7107
"SRID=3857;POLYGON ((-171593.93004604394 744642.1944210681, -171607.86724829234 744641.040014457, -171609.61490473503 744661.9650869453, -171595.67770248663 744663.1194939966, -171593.93004604394 744642.1944210681))",7108
"SRID=3857;POLYGON ((-171554.32250668015 744614.555697874, -171562.5267911153 744611.2941708077, -171569.7959286751 744629.5854557536, -171561.59164424628 744632.8469839133, -171554.32250668015 744614.555697874))",7110
"SRID=3857;POLYGON ((-171464.44318969297 744621.1907359455, -171455.88270651104 744600.4338051463, -171466.7252443803 744595.9618312077, -171470.55463125723 744605.2419309801, -171474.16136888313 744603.7512728274, -171477.21148338463 744611.1485219266, -171474.21703119113 744612.3925347292, -171475.8979128828 744616.4722155413, -171464.44318969297 744621.1907359455))",7111
"SRID=3857;POLYGON ((-169815.61227679282 743573.1951666668, -169816.87018498036 743570.8190685782, -169825.50855535635 743575.3918530088, -169818.16153059612 743589.2333778595, -169809.52306010833 743584.6494042363, -169811.18171692025 743581.5224972303, -169814.02039473195 743576.1876151016, -169815.61227679282 743573.1951666668))",7247
"SRID=3857;POLYGON ((-169786.06810304106 743578.4963835811, -169788.78424367556 743572.6123805711, -169790.85476155492 743573.576164842, -169791.84557073194 743571.4355195678, -169791.08862335444 743571.0768974893, -169794.69536098032 743563.2427493846, -169804.03501642583 743567.2438343969, -169795.98660649065 743583.0803566909, -169786.06810304106 743578.4963835811))",7249
